date,general_cpi,food_beverages_cpi,clothing_cpi,housing_utilities_cpi,transport_cpi
2020-07-31,94.8915657155394,93.2719284076781,106.126683654629,94.232323134644,86.9273246097662
2020-08-31,95.007683005399,93.4768322525437,106.5393291546,93.8183210337948,88.2417031420372
2020-09-30,94.6885265054219,93.5999283471094,105.735839846112,93.8660136527521,88.8178595679552
2020-10-31,94.875234597165,94.1397957132845,106.328149373207,93.894207236612,88.2950620769157
2020-11-30,94.6343749679273,94.0434911786808,106.167144356182,93.101195153828,88.8137333317076
2020-12-31,94.502225671958,93.7667108131654,105.788458630671,92.9157924486172,88.4229158656054
2021-01-31,94.6148550376964,93.3326880615639,104.974036031763,92.8181577897111,89.7188209797828
2021-02-28,94.5122634774006,93.2598649291927,105.075150152539,92.0051508592823,90.7420523216086
2021-03-31,94.5045034724614,93.1019757452782,104.669701192856,91.6623560248165,91.8588762851178
2021-04-30,94.667963187881,93.420487701947,105.101130240367,91.4703907393306,92.7357186891332
2021-05-31,94.8299516144244,93.747405629606,105.236410961223,91.2969966180486,93.6482648331798
2021-06-30,94.9811061670876,94.0120783820439,104.874753072796,90.9512938432287,95.625905383172
2021-07-31,95.222856802259,94.4527810801629,105.421273677622,90.7881462322165,95.8539439844241
2021-08-31,95.3239333278941,95.2149068988766,105.231487942606,90.6426363499687,95.8052133926832
2021-09-30,95.4723391835908,95.7092836607931,104.821298498866,90.9466049719628,96.0053478229246
2021-10-31,95.8694034546192,95.34976392198,105.296381393731,91.667397799093,95.759546912852
2021-11-30,95.9865419169588,95.4117263591083,105.110038435311,91.6518809260154,95.9683404172807
2021-12-31,96.0021860670322,94.9987840189635,104.758812793656,91.5625576320654,96.5336581604255
2022-01-31,96.0764137614778,95.4077431654168,103.949151890774,91.3793864483867,96.5007041785015
2022-02-28,96.3121953699011,95.7105685306396,104.038879103382,91.5659275181245,97.1719682293069
2022-03-31,96.466774040705,96.0733067075695,104.226852078364,91.6726573455785,97.9040243179728
2022-04-30,96.816084664795,97.680869519319,104.734306970076,91.5150711901111,98.1047196318884
2022-05-31,97.0163487479596,98.2293936589739,103.695724781929,91.6148119472726,97.968900244759
2022-06-30,97.2442195247877,98.6949253272305,103.836546684232,91.7549892930881,98.3256344116143
2022-07-31,97.7373734073246,98.7650168276903,104.222742262531,92.3494381440333,99.2735404401286
2022-08-31,98.1447822240644,99.5196960937462,104.196436610902,92.7622554866327,99.3151372389346
2022-09-30,98.340203301363,100.468657057866,103.332379310654,93.7804498429994,98.8413371118577
2022-10-31,98.8014873657292,100.282735854042,103.316339951433,94.5251040450484,98.8463611774666
2022-11-30,98.9470870203327,99.7880522568929,102.876928529945,95.7542306108681,98.7795111853792
2022-12-31,99.1389709906122,99.5452751253189,102.599525594528,96.6330323204266,99.3298390956123
2023-01-31,99.2873474031424,99.877013822837,101.196957945059,97.2575720460195,99.1361906260474
2023-02-28,99.4390847957539,99.5912419818781,101.063557412247,98.1311333498082,98.8897648596706
2023-03-31,99.5792597517556,99.2044455659856,101.297923262029,98.4538667930775,99.883948747128
2023-04-30,99.854189301909,99.5693204913842,101.725652100974,98.8403120184648,99.5318585491842
2023-05-31,99.7014024965507,99.5265494514928,101.145251554993,99.3180913701671,99.4967021616912
2023-06-30,99.7962928279252,99.5240729322751,100.684759912976,99.7800403832003,99.4618042356001
2023-07-31,100.149399151187,100.113491283866,100.030185147462,100.137722225721,100.917976901712
2023-08-31,100.163659347875,99.9735674460196,99.4191096759129,100.772511564607,100.456606930582
2023-09-30,100.151905574683,100.180378202234,99.3048795639618,101.19367348363,100.26169205903
2023-10-31,100.406499142167,100.694758136532,98.7831539290133,101.529522335344,101.03954070158
2023-11-30,100.738092248107,101.032981330269,98.0099532393128,102.182540393322,100.550184757486
2023-12-31,100.745305712184,100.730048127074,97.4480376187192,102.557787784018,100.400826071136
2024-01-31,100.953331227056,100.913885511879,97.0063889769205,103.092146573901,100.568223419462
2024-02-29,101.007802809256,100.491801216594,96.7652875913088,103.614498515104,100.853851426273
2024-03-31,100.818054719826,99.9642413120626,96.4805018107438,104.029570211461,100.320442806396
2024-04-30,101.270265863124,100.463759052381,97.1248137542951,104.522159572423,101.087547615738
2024-05-31,101.338876333002,100.858217906981,97.0017140289601,105.050772197232,100.703657781363
2024-06-30,101.619482549112,100.933484671977,97.3612091693832,105.618015575111,101.263273628497
2024-07-31,101.498970045617,100.670588661516,97.0379469576281,106.462893198913,100.30287780174
2024-08-31,101.550598687315,100.745779352064,96.7218840481541,107.309503653433,100.050216766707
2024-09-30,101.616781705711,100.832503776208,96.5059182673582,108.421342096458,99.1920870534085
2024-10-31,101.898118228387,100.873815625611,96.4851197253067,109.414497368667,99.2269893555559
2024-11-30,102.25280138818,100.873994696507,96.4394364658246,109.958817365158,99.5813538020201
2024-12-31,102.199307880946,100.959200226807,96.1640403835346,110.419401995577,99.4488887407447
2025-01-31,102.604933241988,101.442833374151,96.29389672483,110.808584599657,99.7197903287381
2025-02-28,102.717325940058,101.109656557523,96.4759163385909,111.232538225576,100.028705934717
2025-03-31,102.958046861038,101.372837612324,96.9071532627296,111.731715729418,100.249910462173
2025-04-30,103.348297056705,101.919254472916,96.9396390496461,112.091345589943,100.461303133695
2025-05-31,103.461133924471,101.86812560918,96.7118850070832,112.490424164015,100.570738928547
2025-06-30,103.628857863432,101.863630811097,96.8721779177238,112.768013945764,100.794091062223
2025-07-31,103.751080876088,101.722873208342,96.9035025715535,113.05040352682,101.211794698214
2025-08-31,103.894937967031,101.805165616015,96.9424664463424,113.555047708069,101.219876167546
2025-09-30,103.83056832914,101.924040885192,96.6157341902965,114.009680995938,100.819596589127
2025-10-31,104.12271419106,102.396678882358,96.7750996634391,114.347144101006,100.816263299793
2025-11-30,104.196719734602,102.20273604634,96.7540227581542,114.674761942052,101.07635207142
2025-12-31,104.304135169088,102.272637494233,96.5674176044248,114.948384449109,100.989116825116
