date,currency_outside_banks_mn_sar,demand_deposits_mn_sar,m1_mn_sar,time_savings_deposits_mn_sar,m2_mn_sar,other_quasi_money_mn_sar
2016-03-31,169233.5330036,987565.3114968915,1156798.8445004916,417112.29807053995,1573911.1425710316,214863.80258364847
2016-04-30,170916.16950101004,984155.3920952053,1155071.5615962152,410197.49918377,1565269.0607799853,215064.2565444047
2016-05-31,172229.82994919,989900.4052072725,1162130.2351564625,413540.8026303,1575671.0377867625,197860.13046832746
2016-06-30,181801.6594786,966195.30671965,1147996.96619825,447275.95405599,1595272.9202542398,188327.26500026
2016-07-31,174873.73994797003,967353.56004427,1142227.29999224,434303.60480471,1576530.90479695,188693.49678006998
2016-08-31,173713.19333953998,949234.58041743,1122947.77375697,459001.58447529,1581949.35823226,180528.39721462002
2016-09-30,173468.07739563,944400.9614300099,1117869.03882564,479046.78448179003,1596915.82330743,169274.25446099002
2016-10-31,169267.67561049998,961550.7582083219,1130818.4338188218,502292.841321658,1633111.2751404797,156390.81036415
2016-11-30,169699.63235816002,979428.7783466281,1149128.410704788,492298.07933420996,1641426.490038998,162907.93875207158
2016-12-31,170323.06883444,976086.1988083251,1146409.267642765,496019.30788064003,1642428.575523405,157279.10857184482
2017-01-31,169259.38039515,982424.6968797001,1151684.07727485,474371.32090131997,1626055.39817617,155651.53934897
2017-02-28,167597.20119666998,974813.43108105,1142410.63227772,473163.84166521,1615574.4739429299,148936.63845991
2017-03-31,169762.96960108,997825.09320282,1167588.0628039,471336.48886084,1638924.55166474,153148.74597289003
2017-04-30,168957.09540684,1015473.8618839299,1184430.95729077,448337.19555812003,1632768.15284889,160122.88166844
2017-05-31,170575.57154768,997628.22954257,1168203.80109025,462730.99961374997,1630934.800704,153577.66092511
2017-06-30,184276.19897168,984532.92889011,1168809.12786179,483886.80421785,1652695.9320796398,180169.62733054
2017-07-31,171555.4145055,999993.3813601501,1171548.79586565,487933.5319023,1659482.32776795,156824.55518472998
2017-08-31,175359.30591349,992044.77954539,1167404.08545888,492552.92402632,1659957.0094852,149986.98696216
2017-09-30,170609.52780694998,980252.43381406,1150861.96162101,476453.25227533,1627315.21389634,159111.53071898996
2017-10-31,167435.1908723,997268.13354266,1164703.32441496,447418.8239496,1612122.1483645602,169363.65799158
2017-11-30,169617.01076623,1000745.92672363,1170362.93748986,436644.829761951,1607007.767251811,176836.84500240002
2017-12-31,172046.35069519997,1002467.74800831,1174514.09870351,454152.05919544,1628666.15789895,176505.21473533998
2018-01-31,175110.46370235,1026862.4006637199,1201972.86436607,435841.98250332,1637814.84686939,173156.50974831
2018-02-28,177554.21316646002,1010247.00812307,1187801.22128953,435291.22512028005,1623092.4464098099,179686.3556128
2018-03-31,180821.62861363002,1013261.3495815,1194082.9781951301,436709.84541953,1630792.8236146602,164425.44385337998
2018-04-30,181136.6340819943,1036080.9962894501,1217217.6303714444,411043.14093025005,1628260.7713016944,170149.94205694
2018-05-31,185568.79112441,1034184.4123295901,1219753.203454,410409.58066233003,1630162.78411633,162828.94650991002
2018-06-30,189861.89484327,1022132.06542417,1211993.96026744,425210.41386247,1637204.37412991,179004.59755711
2018-07-31,181774.64627488996,1018978.74858477,1200753.39485966,428288.86324480997,1629042.2581044699,171700.61656906
2018-08-31,184439.60093942,1019772.0590130499,1204211.6599524699,429594.2639866,1633805.9239390697,174166.10644921
2018-09-30,178997.72355044002,1025100.0731598999,1204097.7967103398,430433.19454255997,1634530.9912528999,203390.19857157
2018-10-31,177804.27611674002,1019858.04332242,1197662.31943916,418234.00982569,1615896.32926485,197929.32434472998
2018-11-30,179748.96056768,1029140.05704477,1208889.01761245,427147.85562948,1636036.87324193,185384.5423267
2018-12-31,180132.44599683,1040664.95184748,1220797.39784431,443022.41314937995,1663819.8109936898,189825.56086021
2019-01-31,181104.68177311,1037175.99005592,1218280.67182903,434128.97023343004,1652409.64206246,176286.84494244002
2019-02-28,182250.73938844004,1035438.40716664,1217689.14655508,436425.47221976,1654114.6187748401,177707.11533915
2019-03-31,184719.10812617,1036501.2483910801,1221220.3565172502,429884.96568287,1651105.3222001202,177977.22323654
2019-04-30,185753.15484683003,1055153.1573218699,1240906.3121687,427959.58088577003,1668865.89305447,181135.31187624
2019-05-31,196878.43759666,1061152.56293365,1258031.00053031,444436.80763076,1702467.80816107,181016.72700194002
2019-06-30,190809.98193501,1072291.61913889,1263101.6010739,437183.01986937,1700284.62094327,181977.27553714
2019-07-31,192168.05500693,1069916.47479802,1262084.5298049499,431249.14645243,1693333.6762573798,178199.56081845
2019-08-31,191498.35996743,1091072.3246576,1282570.68462503,428486.94680685,1711057.63143188,185735.17644444
2019-09-30,188213.70171782997,1092951.86713498,1281165.56885281,430363.15651332,1711528.72536613,175922.18560986998
2019-10-31,189036.5483686,1099694.80913498,1288731.35750358,443948.34051332006,1732679.6980169,169827.89160986998
2019-11-30,188430.21514735,1107339.46974172,1295769.68488907,426827.57236667,1722597.25725574,193459.06810573
2019-12-31,189160.26772414,1099151.08319698,1288311.35092112,501666.91848965,1789978.26941077,195161.18214797
2020-01-31,190962.75940521,1091484.86948175,1282447.62888696,490580.72152315,1773028.3504101099,175769.67343902998
2020-02-29,191934.05677929,1133779.6454707799,1325713.70225007,465394.33349686005,1791108.03574693,177291.39500026
2020-03-31,198554.91404857003,1166538.77243888,1365093.68648745,460293.54549686005,1825387.23198431,183655.8062734
2020-04-30,206573.58453448,1198034.61154445,1404608.19607893,447018.44472111,1851626.64080004,184186.529160425
2020-05-31,213586.06763955002,1228184.04946208,1441770.11710163,441352.82018225,1883122.93728388,192195.296824053
2020-06-30,208584.81825026002,1216640.16642162,1425224.98467188,443490.72008286,1868715.70475474,182847.415291057
2020-07-31,213101.88266087003,1207795.59361364,1420897.47627451,443222.94247259997,1864120.4187471098,185578.286178187
2020-08-31,208981.57479023,1227796.64581164,1436778.22060187,444709.12075878,1881487.34136065,193398.894786302
2020-09-30,206931.15328828,1224902.9207132,1431834.07400148,451017.563866,1882851.6378674798,205161.50532718
2020-10-31,207303.52130189,1231847.1369997,1439150.65830159,467579.30887181,1906729.9671733999,200385.012816021
