date,demand_deposits_mn_sar,demand_business_mn_sar,demand_govt_mn_sar,time_savings_mn_sar,time_business_mn_sar,time_govt_mn_sar
2019-10-31,1099694.80913498,992130.08213498,107564.727,443948.34051332006,272164.88851332,171783.452
2019-11-30,1107339.46974172,997501.0337417199,109838.436,426827.57236667,259538.35836667,167289.214
2019-12-31,1099151.08319698,1005893.28319698,93257.8,501666.91848965,261730.74148965,239936.177
2020-01-31,1091484.86948175,986269.99948175,105214.87,490580.72152315,262534.82452315,228045.897
2020-02-29,1133779.6454707799,998933.02947078,134846.616,465394.33349686005,250409.03449686,214985.299
2020-03-31,1166538.77243888,1036555.32943888,129983.443,460293.54549686005,244738.84249686,215554.703
2020-04-30,1198034.61154445,1062248.18254445,135786.429,447018.44472111,230798.71662102,216219.72810009
2020-05-31,1228184.04946208,1079176.90146208,149007.148,441352.82018225,229684.34308216,211668.47710009
2020-06-30,1216640.16642162,1082093.7054216198,134546.461,443490.72008286,242361.09264706,201129.62743579998
2020-07-31,1207795.59361364,1073308.6046136399,134486.989,443222.94247259997,250956.7690368,192266.17343579998
2020-08-31,1227796.64581164,1082226.87281164,145569.773,444709.12075878,251173.12675878,193535.994
2020-09-30,1224902.9207132,1093530.6287132,131372.292,451017.563866,252541.230866,198476.333
2020-10-31,1231847.1369997,1094863.8559997,136983.281,467579.30887181,245316.34387180998,222262.965
